participant_id	stim_no	question_type	question_number	answer	correctanswer	is_correct
sub-01	1	domain	1	1	1	1
sub-01	1	domain	2	4	1	0
sub-01	1	domain	3	3	1	0
sub-01	1	domain	4	3	1	0
sub-01	1	domain	5	4	1	0
sub-01	1	domain	6	2	1	0
sub-01	1	domain	7	1	1	1
sub-01	1	domain	8	3	1	0
sub-01	1	domain	9	4	1	0
sub-01	1	domain	10	4	1	0
sub-01	1	domain	11	4	1	0
sub-01	2	domain	12	3	1	0
sub-01	2	domain	13	1	1	1
sub-01	2	domain	14	3	1	0
sub-01	2	domain	15	4	1	0
sub-01	2	domain	16	3	1	0
sub-01	2	domain	17	2	1	0
sub-01	2	domain	18	3	1	0
sub-01	2	domain	19	4	1	0
sub-01	2	domain	20	3	1	0
sub-01	2	domain	21	1	1	1
sub-01	3	domain	22	2	1	0
sub-01	3	domain	23	4	1	0
sub-01	3	domain	24	3	1	0
sub-01	3	domain	25	1	1	1
sub-01	3	domain	26	2	1	0
sub-01	3	domain	27	1	1	1
sub-01	3	domain	28	2	1	0
sub-01	3	domain	29	3	1	0
sub-01	3	domain	30	3	1	0
sub-01	4	domain	31	4	1	0
sub-01	4	domain	32	4	1	0
sub-01	4	domain	33	1	1	1
sub-01	4	domain	34	3	1	0
sub-01	4	domain	35	1	1	1
sub-01	4	domain	36	3	1	0
sub-01	4	domain	37	2	1	0
sub-01	4	domain	38	3	1	0
sub-01	4	domain	39	3	1	0
sub-01	5	domain	40	4	1	0
sub-01	5	domain	41	1	1	1
sub-01	5	domain	42	3	1	0
sub-01	5	domain	43	4	1	0
sub-01	5	domain	44	4	1	0
sub-01	5	domain	45	4	1	0
sub-01	5	domain	46	2	1	0
sub-01	5	domain	47	3	1	0
sub-01	1	memory	1	3	1	0
sub-01	1	memory	2	1	1	1
sub-01	1	memory	3	3	1	0
sub-01	1	memory	4	4	1	0
sub-01	1	memory	5	4	1	0
sub-01	1	memory	6	4	1	0
sub-01	1	memory	7	2	1	0
sub-01	1	memory	8	3	1	0
sub-01	1	memory	9	3	1	0
sub-01	1	memory	10	1	1	1
sub-01	1	memory	11	3	1	0
sub-01	1	memory	12	3	1	0
sub-01	2	memory	13	2	1	0
sub-01	2	memory	14	4	1	0
sub-01	2	memory	15	3	1	0
sub-01	2	memory	16	2	1	0
sub-01	2	memory	17	4	1	0
sub-01	2	memory	18	4	1	0
sub-01	2	memory	19	3	1	0
sub-01	2	memory	20	4	1	0
sub-01	2	memory	21	3	1	0
sub-01	2	memory	22	1	1	1
sub-01	2	memory	23	4	1	0
sub-01	3	memory	24	2	1	0
sub-01	3	memory	25	3	1	0
sub-01	3	memory	26	3	1	0
sub-01	3	memory	27	4	1	0
sub-01	3	memory	28	3	1	0
sub-01	3	memory	29	1	1	1
sub-01	3	memory	30	4	1	0
sub-01	3	memory	31	3	1	0
sub-01	3	memory	32	4	1	0
sub-01	3	memory	33	4	1	0
sub-01	3	memory	34	3	1	0
sub-01	3	memory	35	1	1	1
sub-01	4	memory	36	1	1	1
sub-01	4	memory	37	2	1	0
sub-01	4	memory	38	3	1	0
sub-01	4	memory	39	4	1	0
sub-01	4	memory	40	1	1	1
sub-01	4	memory	41	3	1	0
sub-01	4	memory	42	2	1	0
sub-01	4	memory	43	2	1	0
sub-01	4	memory	44	4	1	0
sub-01	4	memory	45	3	1	0
sub-01	4	memory	46	3	1	0
sub-01	4	memory	47	3	1	0
sub-01	5	memory	48	1	1	1
sub-01	5	memory	49	4	1	0
sub-01	5	memory	50	3	1	0
sub-01	5	memory	51	2	1	0
sub-01	5	memory	52	3	1	0
sub-01	5	memory	53	1	1	1
sub-01	5	memory	54	2	1	0
sub-01	5	memory	55	1	1	1
sub-01	5	memory	56	3	1	0
sub-01	5	memory	57	2	1	0
sub-01	5	memory	58	4	1	0
sub-01	5	memory	59	4	1	0
sub-02	1	domain	1	1	1	1
sub-02	1	domain	2	3	1	0
sub-02	1	domain	3	1	1	1
sub-02	1	domain	4	1	1	1
sub-02	1	domain	5	2	1	0
sub-02	1	domain	6	4	1	0
sub-02	1	domain	7	4	1	0
sub-02	1	domain	8	1	1	1
sub-02	1	domain	9	2	1	0
sub-02	1	domain	10	2	1	0
sub-02	1	domain	11	2	1	0
sub-02	2	domain	12	4	1	0
sub-02	2	domain	13	1	1	1
sub-02	2	domain	14	4	1	0
sub-02	2	domain	15	3	1	0
sub-02	2	domain	16	1	1	1
sub-02	2	domain	17	4	1	0
sub-02	2	domain	18	4	1	0
sub-02	2	domain	19	1	1	1
sub-02	2	domain	20	3	1	0
sub-02	2	domain	21	3	1	0
sub-02	3	domain	22	2	1	0
sub-02	3	domain	23	3	1	0
sub-02	3	domain	24	1	1	1
sub-02	3	domain	25	1	1	1
sub-02	3	domain	26	2	1	0
sub-02	3	domain	27	1	1	1
sub-02	3	domain	28	1	1	1
sub-02	3	domain	29	1	1	1
sub-02	3	domain	30	3	1	0
sub-02	4	domain	31	4	1	0
sub-02	4	domain	32	2	1	0
sub-02	4	domain	33	4	1	0
sub-02	4	domain	34	1	1	1
sub-02	4	domain	35	3	1	0
sub-02	4	domain	36	2	1	0
sub-02	4	domain	37	2	1	0
sub-02	4	domain	38	3	1	0
sub-02	4	domain	39	2	1	0
sub-02	5	domain	40	2	1	0
sub-02	5	domain	41	2	1	0
sub-02	5	domain	42	4	1	0
sub-02	5	domain	43	4	1	0
sub-02	5	domain	44	3	1	0
sub-02	5	domain	45	4	1	0
sub-02	5	domain	46	4	1	0
sub-02	5	domain	47	4	1	0
sub-02	1	memory	1	1	1	1
sub-02	1	memory	2	2	1	0
sub-02	1	memory	3	4	1	0
sub-02	1	memory	4	1	1	1
sub-02	1	memory	5	3	1	0
sub-02	1	memory	6	4	1	0
sub-02	1	memory	7	1	1	1
sub-02	1	memory	8	4	1	0
sub-02	1	memory	9	1	1	1
sub-02	1	memory	10	2	1	0
sub-02	1	memory	11	2	1	0
sub-02	1	memory	12	3	1	0
sub-02	2	memory	13	4	1	0
sub-02	2	memory	14	2	1	0
sub-02	2	memory	15	4	1	0
sub-02	2	memory	16	4	1	0
sub-02	2	memory	17	4	1	0
sub-02	2	memory	18	3	1	0
sub-02	2	memory	19	1	1	1
sub-02	2	memory	20	4	1	0
sub-02	2	memory	21	3	1	0
sub-02	2	memory	22	1	1	1
sub-02	2	memory	23	3	1	0
sub-02	3	memory	24	3	1	0
sub-02	3	memory	25	2	1	0
sub-02	3	memory	26	4	1	0
sub-02	3	memory	27	1	1	1
sub-02	3	memory	28	2	1	0
sub-02	3	memory	29	1	1	1
sub-02	3	memory	30	4	1	0
sub-02	3	memory	31	3	1	0
sub-02	3	memory	32	3	1	0
sub-02	3	memory	33	1	1	1
sub-02	3	memory	34	3	1	0
sub-02	3	memory	35	1	1	1
sub-02	4	memory	36	3	1	0
sub-02	4	memory	37	3	1	0
sub-02	4	memory	38	1	1	1
sub-02	4	memory	39	2	1	0
sub-02	4	memory	40	3	1	0
sub-02	4	memory	41	1	1	1
sub-02	4	memory	42	3	1	0
sub-02	4	memory	43	3	1	0
sub-02	4	memory	44	3	1	0
sub-02	4	memory	45	4	1	0
sub-02	4	memory	46	1	1	1
sub-02	4	memory	47	2	1	0
sub-02	5	memory	48	4	1	0
sub-02	5	memory	49	3	1	0
sub-02	5	memory	50	3	1	0
sub-02	5	memory	51	4	1	0
sub-02	5	memory	52	3	1	0
sub-02	5	memory	53	1	1	1
sub-02	5	memory	54	3	1	0
sub-02	5	memory	55	2	1	0
sub-02	5	memory	56	2	1	0
sub-02	5	memory	57	1	1	1
sub-02	5	memory	58	1	1	1
sub-02	5	memory	59	2	1	0
sub-03	1	domain	1	4	1	0
sub-03	1	domain	2	4	1	0
sub-03	1	domain	3	2	1	0
sub-03	1	domain	4	1	1	1
sub-03	1	domain	5	1	1	1
sub-03	1	domain	6	4	1	0
sub-03	1	domain	7	2	1	0
sub-03	1	domain	8	3	1	0
sub-03	1	domain	9	3	1	0
sub-03	1	domain	10	4	1	0
sub-03	1	domain	11	4	1	0
sub-03	2	domain	12	4	1	0
sub-03	2	domain	13	3	1	0
sub-03	2	domain	14	1	1	1
sub-03	2	domain	15	4	1	0
sub-03	2	domain	16	3	1	0
sub-03	2	domain	17	4	1	0
sub-03	2	domain	18	1	1	1
sub-03	2	domain	19	3	1	0
sub-03	2	domain	20	2	1	0
sub-03	2	domain	21	4	1	0
sub-03	3	domain	22	2	1	0
sub-03	3	domain	23	3	1	0
sub-03	3	domain	24	3	1	0
sub-03	3	domain	25	3	1	0
sub-03	3	domain	26	1	1	1
sub-03	3	domain	27	1	1	1
sub-03	3	domain	28	2	1	0
sub-03	3	domain	29	1	1	1
sub-03	3	domain	30	4	1	0
sub-03	4	domain	31	3	1	0
sub-03	4	domain	32	3	1	0
sub-03	4	domain	33	3	1	0
sub-03	4	domain	34	4	1	0
sub-03	4	domain	35	4	1	0
sub-03	4	domain	36	1	1	1
sub-03	4	domain	37	2	1	0
sub-03	4	domain	38	4	1	0
sub-03	4	domain	39	2	1	0
sub-03	5	domain	40	4	1	0
sub-03	5	domain	41	4	1	0
sub-03	5	domain	42	4	1	0
sub-03	5	domain	43	1	1	1
sub-03	5	domain	44	2	1	0
sub-03	5	domain	45	4	1	0
sub-03	5	domain	46	4	1	0
sub-03	5	domain	47	1	1	1
sub-03	1	memory	1	2	1	0
sub-03	1	memory	2	1	1	1
sub-03	1	memory	3	2	1	0
sub-03	1	memory	4	3	1	0
sub-03	1	memory	5	1	1	1
sub-03	1	memory	6	2	1	0
sub-03	1	memory	7	3	1	0
sub-03	1	memory	8	1	1	1
sub-03	1	memory	9	2	1	0
sub-03	1	memory	10	3	1	0
sub-03	1	memory	11	2	1	0
sub-03	1	memory	12	1	1	1
sub-03	2	memory	13	1	1	1
sub-03	2	memory	14	1	1	1
sub-03	2	memory	15	1	1	1
sub-03	2	memory	16	3	1	0
sub-03	2	memory	17	4	1	0
sub-03	2	memory	18	4	1	0
sub-03	2	memory	19	1	1	1
sub-03	2	memory	20	2	1	0
sub-03	2	memory	21	2	1	0
sub-03	2	memory	22	2	1	0
sub-03	2	memory	23	1	1	1
sub-03	3	memory	24	1	1	1
sub-03	3	memory	25	1	1	1
sub-03	3	memory	26	3	1	0
sub-03	3	memory	27	4	1	0
sub-03	3	memory	28	4	1	0
sub-03	3	memory	29	4	1	0
sub-03	3	memory	30	3	1	0
sub-03	3	memory	31	3	1	0
sub-03	3	memory	32	4	1	0
sub-03	3	memory	33	2	1	0
sub-03	3	memory	34	2	1	0
sub-03	3	memory	35	2	1	0
sub-03	4	memory	36	3	1	0
sub-03	4	memory	37	1	1	1
sub-03	4	memory	38	4	1	0
sub-03	4	memory	39	1	1	1
sub-03	4	memory	40	1	1	1
sub-03	4	memory	41	4	1	0
sub-03	4	memory	42	3	1	0
sub-03	4	memory	43	2	1	0
sub-03	4	memory	44	3	1	0
sub-03	4	memory	45	2	1	0
sub-03	4	memory	46	1	1	1
sub-03	4	memory	47	2	1	0
sub-03	5	memory	48	3	1	0
sub-03	5	memory	49	1	1	1
sub-03	5	memory	50	4	1	0
sub-03	5	memory	51	3	1	0
sub-03	5	memory	52	2	1	0
sub-03	5	memory	53	3	1	0
sub-03	5	memory	54	3	1	0
sub-03	5	memory	55	4	1	0
sub-03	5	memory	56	4	1	0
sub-03	5	memory	57	4	1	0
sub-03	5	memory	58	3	1	0
sub-03	5	memory	59	1	1	1
sub-04	1	domain	1	3	1	0
sub-04	1	domain	2	2	1	0
sub-04	1	domain	3	1	1	1
sub-04	1	domain	4	3	1	0
sub-04	1	domain	5	1	1	1
sub-04	1	domain	6	4	1	0
sub-04	1	domain	7	2	1	0
sub-04	1	domain	8	4	1	0
sub-04	1	domain	9	4	1	0
sub-04	1	domain	10	4	1	0
sub-04	1	domain	11	3	1	0
sub-04	2	domain	12	4	1	0
sub-04	2	domain	13	4	1	0
sub-04	2	domain	14	3	1	0
sub-04	2	domain	15	2	1	0
sub-04	2	domain	16	3	1	0
sub-04	2	domain	17	4	1	0
sub-04	2	domain	18	1	1	1
sub-04	2	domain	19	3	1	0
sub-04	2	domain	20	2	1	0
sub-04	2	domain	21	4	1	0
sub-04	3	domain	22	4	1	0
sub-04	3	domain	23	4	1	0
sub-04	3	domain	24	2	1	0
sub-04	3	domain	25	3	1	0
sub-04	3	domain	26	3	1	0
sub-04	3	domain	27	4	1	0
sub-04	3	domain	28	2	1	0
sub-04	3	domain	29	1	1	1
sub-04	3	domain	30	3	1	0
sub-04	4	domain	31	4	1	0
sub-04	4	domain	32	4	1	0
sub-04	4	domain	33	4	1	0
sub-04	4	domain	34	1	1	1
sub-04	4	domain	35	3	1	0
sub-04	4	domain	36	2	1	0
sub-04	4	domain	37	1	1	1
sub-04	4	domain	38	1	1	1
sub-04	4	domain	39	1	1	1
sub-04	5	domain	40	1	1	1
sub-04	5	domain	41	3	1	0
sub-04	5	domain	42	3	1	0
sub-04	5	domain	43	2	1	0
sub-04	5	domain	44	3	1	0
sub-04	5	domain	45	4	1	0
sub-04	5	domain	46	4	1	0
sub-04	5	domain	47	2	1	0
sub-04	1	memory	1	2	1	0
sub-04	1	memory	2	4	1	0
sub-04	1	memory	3	4	1	0
sub-04	1	memory	4	1	1	1
sub-04	1	memory	5	2	1	0
sub-04	1	memory	6	2	1	0
sub-04	1	memory	7	1	1	1
sub-04	1	memory	8	1	1	1
sub-04	1	memory	9	4	1	0
sub-04	1	memory	10	3	1	0
sub-04	1	memory	11	1	1	1
sub-04	1	memory	12	2	1	0
sub-04	2	memory	13	1	1	1
sub-04	2	memory	14	4	1	0
sub-04	2	memory	15	3	1	0
sub-04	2	memory	16	1	1	1
sub-04	2	memory	17	4	1	0
sub-04	2	memory	18	3	1	0
sub-04	2	memory	19	2	1	0
sub-04	2	memory	20	2	1	0
sub-04	2	memory	21	3	1	0
sub-04	2	memory	22	2	1	0
sub-04	2	memory	23	3	1	0
sub-04	3	memory	24	2	1	0
sub-04	3	memory	25	4	1	0
sub-04	3	memory	26	2	1	0
sub-04	3	memory	27	4	1	0
sub-04	3	memory	28	4	1	0
sub-04	3	memory	29	4	1	0
sub-04	3	memory	30	4	1	0
sub-04	3	memory	31	3	1	0
sub-04	3	memory	32	4	1	0
sub-04	3	memory	33	3	1	0
sub-04	3	memory	34	4	1	0
sub-04	3	memory	35	4	1	0
sub-04	4	memory	36	4	1	0
sub-04	4	memory	37	4	1	0
sub-04	4	memory	38	3	1	0
sub-04	4	memory	39	2	1	0
sub-04	4	memory	40	4	1	0
sub-04	4	memory	41	4	1	0
sub-04	4	memory	42	2	1	0
sub-04	4	memory	43	4	1	0
sub-04	4	memory	44	4	1	0
sub-04	4	memory	45	3	1	0
sub-04	4	memory	46	2	1	0
sub-04	4	memory	47	4	1	0
sub-04	5	memory	48	4	1	0
sub-04	5	memory	49	2	1	0
sub-04	5	memory	50	4	1	0
sub-04	5	memory	51	1	1	1
sub-04	5	memory	52	1	1	1
sub-04	5	memory	53	3	1	0
sub-04	5	memory	54	1	1	1
sub-04	5	memory	55	2	1	0
sub-04	5	memory	56	3	1	0
sub-04	5	memory	57	2	1	0
sub-04	5	memory	58	2	1	0
sub-04	5	memory	59	4	1	0
sub-05	1	domain	1	2	1	0
sub-05	1	domain	2	2	1	0
sub-05	1	domain	3	3	1	0
sub-05	1	domain	4	4	1	0
sub-05	1	domain	5	3	1	0
sub-05	1	domain	6	2	1	0
sub-05	1	domain	7	1	1	1
sub-05	1	domain	8	1	1	1
sub-05	1	domain	9	3	1	0
sub-05	1	domain	10	2	1	0
sub-05	1	domain	11	1	1	1
sub-05	2	domain	12	2	1	0
sub-05	2	domain	13	2	1	0
sub-05	2	domain	14	3	1	0
sub-05	2	domain	15	2	1	0
sub-05	2	domain	16	4	1	0
sub-05	2	domain	17	2	1	0
sub-05	2	domain	18	3	1	0
sub-05	2	domain	19	1	1	1
sub-05	2	domain	20	3	1	0
sub-05	2	domain	21	2	1	0
sub-05	3	domain	22	3	1	0
sub-05	3	domain	23	1	1	1
sub-05	3	domain	24	4	1	0
sub-05	3	domain	25	4	1	0
sub-05	3	domain	26	4	1	0
sub-05	3	domain	27	4	1	0
sub-05	3	domain	28	1	1	1
sub-05	3	domain	29	2	1	0
sub-05	3	domain	30	1	1	1
sub-05	4	domain	31	2	1	0
sub-05	4	domain	32	4	1	0
sub-05	4	domain	33	2	1	0
sub-05	4	domain	34	2	1	0
sub-05	4	domain	35	3	1	0
sub-05	4	domain	36	4	1	0
sub-05	4	domain	37	1	1	1
sub-05	4	domain	38	3	1	0
sub-05	4	domain	39	3	1	0
sub-05	5	domain	40	4	1	0
sub-05	5	domain	41	3	1	0
sub-05	5	domain	42	4	1	0
sub-05	5	domain	43	3	1	0
sub-05	5	domain	44	4	1	0
sub-05	5	domain	45	4	1	0
sub-05	5	domain	46	1	1	1
sub-05	5	domain	47	4	1	0
sub-05	1	memory	1	4	1	0
sub-05	1	memory	2	3	1	0
sub-05	1	memory	3	2	1	0
sub-05	1	memory	4	2	1	0
sub-05	1	memory	5	2	1	0
sub-05	1	memory	6	4	1	0
sub-05	1	memory	7	1	1	1
sub-05	1	memory	8	1	1	1
sub-05	1	memory	9	1	1	1
sub-05	1	memory	10	1	1	1
sub-05	1	memory	11	2	1	0
sub-05	1	memory	12	4	1	0
sub-05	2	memory	13	3	1	0
sub-05	2	memory	14	2	1	0
sub-05	2	memory	15	4	1	0
sub-05	2	memory	16	3	1	0
sub-05	2	memory	17	3	1	0
sub-05	2	memory	18	2	1	0
sub-05	2	memory	19	1	1	1
sub-05	2	memory	20	2	1	0
sub-05	2	memory	21	1	1	1
sub-05	2	memory	22	4	1	0
sub-05	2	memory	23	3	1	0
sub-05	3	memory	24	4	1	0
sub-05	3	memory	25	2	1	0
sub-05	3	memory	26	4	1	0
sub-05	3	memory	27	2	1	0
sub-05	3	memory	28	3	1	0
sub-05	3	memory	29	3	1	0
sub-05	3	memory	30	4	1	0
sub-05	3	memory	31	1	1	1
sub-05	3	memory	32	1	1	1
sub-05	3	memory	33	3	1	0
sub-05	3	memory	34	2	1	0
sub-05	3	memory	35	3	1	0
sub-05	4	memory	36	1	1	1
sub-05	4	memory	37	2	1	0
sub-05	4	memory	38	2	1	0
sub-05	4	memory	39	3	1	0
sub-05	4	memory	40	1	1	1
sub-05	4	memory	41	4	1	0
sub-05	4	memory	42	3	1	0
sub-05	4	memory	43	4	1	0
sub-05	4	memory	44	4	1	0
sub-05	4	memory	45	3	1	0
sub-05	4	memory	46	4	1	0
sub-05	4	memory	47	2	1	0
sub-05	5	memory	48	3	1	0
sub-05	5	memory	49	1	1	1
sub-05	5	memory	50	3	1	0
sub-05	5	memory	51	2	1	0
sub-05	5	memory	52	1	1	1
sub-05	5	memory	53	3	1	0
sub-05	5	memory	54	1	1	1
sub-05	5	memory	55	1	1	1
sub-05	5	memory	56	1	1	1
sub-05	5	memory	57	1	1	1
sub-05	5	memory	58	2	1	0
sub-05	5	memory	59	4	1	0
sub-06	1	domain	1	2	1	0
sub-06	1	domain	2	2	1	0
sub-06	1	domain	3	1	1	1
sub-06	1	domain	4	1	1	1
sub-06	1	domain	5	2	1	0
sub-06	1	domain	6	4	1	0
sub-06	1	domain	7	1	1	1
sub-06	1	domain	8	1	1	1
sub-06	1	domain	9	4	1	0
sub-06	1	domain	10	1	1	1
sub-06	1	domain	11	3	1	0
sub-06	2	domain	12	1	1	1
sub-06	2	domain	13	1	1	1
sub-06	2	domain	14	3	1	0
sub-06	2	domain	15	4	1	0
sub-06	2	domain	16	1	1	1
sub-06	2	domain	17	1	1	1
sub-06	2	domain	18	4	1	0
sub-06	2	domain	19	2	1	0
sub-06	2	domain	20	2	1	0
sub-06	2	domain	21	4	1	0
sub-06	3	domain	22	1	1	1
sub-06	3	domain	23	1	1	1
sub-06	3	domain	24	2	1	0
sub-06	3	domain	25	2	1	0
sub-06	3	domain	26	4	1	0
sub-06	3	domain	27	2	1	0
sub-06	3	domain	28	3	1	0
sub-06	3	domain	29	1	1	1
sub-06	3	domain	30	4	1	0
sub-06	4	domain	31	3	1	0
sub-06	4	domain	32	4	1	0
sub-06	4	domain	33	4	1	0
sub-06	4	domain	34	1	1	1
sub-06	4	domain	35	3	1	0
sub-06	4	domain	36	2	1	0
sub-06	4	domain	37	1	1	1
sub-06	4	domain	38	4	1	0
sub-06	4	domain	39	2	1	0
sub-06	5	domain	40	1	1	1
sub-06	5	domain	41	1	1	1
sub-06	5	domain	42	4	1	0
sub-06	5	domain	43	4	1	0
sub-06	5	domain	44	4	1	0
sub-06	5	domain	45	2	1	0
sub-06	5	domain	46	1	1	1
sub-06	5	domain	47	3	1	0
sub-06	1	memory	1	3	1	0
sub-06	1	memory	2	1	1	1
sub-06	1	memory	3	4	1	0
sub-06	1	memory	4	3	1	0
sub-06	1	memory	5	3	1	0
sub-06	1	memory	6	2	1	0
sub-06	1	memory	7	4	1	0
sub-06	1	memory	8	2	1	0
sub-06	1	memory	9	4	1	0
sub-06	1	memory	10	2	1	0
sub-06	1	memory	11	2	1	0
sub-06	1	memory	12	1	1	1
sub-06	2	memory	13	2	1	0
sub-06	2	memory	14	3	1	0
sub-06	2	memory	15	1	1	1
sub-06	2	memory	16	1	1	1
sub-06	2	memory	17	4	1	0
sub-06	2	memory	18	1	1	1
sub-06	2	memory	19	4	1	0
sub-06	2	memory	20	3	1	0
sub-06	2	memory	21	1	1	1
sub-06	2	memory	22	3	1	0
sub-06	2	memory	23	3	1	0
sub-06	3	memory	24	2	1	0
sub-06	3	memory	25	1	1	1
sub-06	3	memory	26	4	1	0
sub-06	3	memory	27	4	1	0
sub-06	3	memory	28	3	1	0
sub-06	3	memory	29	4	1	0
sub-06	3	memory	30	2	1	0
sub-06	3	memory	31	4	1	0
sub-06	3	memory	32	4	1	0
sub-06	3	memory	33	3	1	0
sub-06	3	memory	34	2	1	0
sub-06	3	memory	35	1	1	1
sub-06	4	memory	36	1	1	1
sub-06	4	memory	37	1	1	1
sub-06	4	memory	38	4	1	0
sub-06	4	memory	39	1	1	1
sub-06	4	memory	40	4	1	0
sub-06	4	memory	41	1	1	1
sub-06	4	memory	42	2	1	0
sub-06	4	memory	43	4	1	0
sub-06	4	memory	44	3	1	0
sub-06	4	memory	45	1	1	1
sub-06	4	memory	46	2	1	0
sub-06	4	memory	47	3	1	0
sub-06	5	memory	48	2	1	0
sub-06	5	memory	49	3	1	0
sub-06	5	memory	50	2	1	0
sub-06	5	memory	51	1	1	1
sub-06	5	memory	52	1	1	1
sub-06	5	memory	53	1	1	1
sub-06	5	memory	54	1	1	1
sub-06	5	memory	55	4	1	0
sub-06	5	memory	56	1	1	1
sub-06	5	memory	57	1	1	1
sub-06	5	memory	58	4	1	0
sub-06	5	memory	59	4	1	0
sub-07	1	domain	1	2	1	0
sub-07	1	domain	2	4	1	0
sub-07	1	domain	3	1	1	1
sub-07	1	domain	4	3	1	0
sub-07	1	domain	5	4	1	0
sub-07	1	domain	6	1	1	1
sub-07	1	domain	7	2	1	0
sub-07	1	domain	8	4	1	0
sub-07	1	domain	9	4	1	0
sub-07	1	domain	10	4	1	0
sub-07	1	domain	11	1	1	1
sub-07	2	domain	12	3	1	0
sub-07	2	domain	13	1	1	1
sub-07	2	domain	14	3	1	0
sub-07	2	domain	15	2	1	0
sub-07	2	domain	16	1	1	1
sub-07	2	domain	17	2	1	0
sub-07	2	domain	18	1	1	1
sub-07	2	domain	19	1	1	1
sub-07	2	domain	20	4	1	0
sub-07	2	domain	21	4	1	0
sub-07	3	domain	22	4	1	0
sub-07	3	domain	23	4	1	0
sub-07	3	domain	24	4	1	0
sub-07	3	domain	25	3	1	0
sub-07	3	domain	26	2	1	0
sub-07	3	domain	27	1	1	1
sub-07	3	domain	28	1	1	1
sub-07	3	domain	29	1	1	1
sub-07	3	domain	30	4	1	0
sub-07	4	domain	31	4	1	0
sub-07	4	domain	32	1	1	1
sub-07	4	domain	33	4	1	0
sub-07	4	domain	34	4	1	0
sub-07	4	domain	35	4	1	0
sub-07	4	domain	36	3	1	0
sub-07	4	domain	37	3	1	0
sub-07	4	domain	38	2	1	0
sub-07	4	domain	39	1	1	1
sub-07	5	domain	40	2	1	0
sub-07	5	domain	41	2	1	0
sub-07	5	domain	42	2	1	0
sub-07	5	domain	43	2	1	0
sub-07	5	domain	44	2	1	0
sub-07	5	domain	45	1	1	1
sub-07	5	domain	46	1	1	1
sub-07	5	domain	47	3	1	0
sub-07	1	memory	1	2	1	0
sub-07	1	memory	2	4	1	0
sub-07	1	memory	3	4	1	0
sub-07	1	memory	4	2	1	0
sub-07	1	memory	5	2	1	0
sub-07	1	memory	6	2	1	0
sub-07	1	memory	7	2	1	0
sub-07	1	memory	8	2	1	0
sub-07	1	memory	9	3	1	0
sub-07	1	memory	10	1	1	1
sub-07	1	memory	11	2	1	0
sub-07	1	memory	12	1	1	1
sub-07	2	memory	13	2	1	0
sub-07	2	memory	14	1	1	1
sub-07	2	memory	15	2	1	0
sub-07	2	memory	16	2	1	0
sub-07	2	memory	17	1	1	1
sub-07	2	memory	18	3	1	0
sub-07	2	memory	19	1	1	1
sub-07	2	memory	20	4	1	0
sub-07	2	memory	21	3	1	0
sub-07	2	memory	22	4	1	0
sub-07	2	memory	23	2	1	0
sub-07	3	memory	24	2	1	0
sub-07	3	memory	25	3	1	0
sub-07	3	memory	26	3	1	0
sub-07	3	memory	27	2	1	0
sub-07	3	memory	28	1	1	1
sub-07	3	memory	29	4	1	0
sub-07	3	memory	30	1	1	1
sub-07	3	memory	31	3	1	0
sub-07	3	memory	32	1	1	1
sub-07	3	memory	33	3	1	0
sub-07	3	memory	34	4	1	0
sub-07	3	memory	35	1	1	1
